"Chicken_body_weight","IL10_caecum",0.809656677352368
"Chicken_body_weight","IL12_caecum",0.879631954166495
"Chicken_body_weight","IL18_caecum",0.865436174211541
"Chicken_body_weight","CLN5_caecum",0.82239236075931
"Mixed_goblet_cell_number_caecum","Total_goblet_cell_number_caecum",0.885774971118717
"Mixed_goblet_cell_density_caecum","Total_goblet_cell_density_caecum",0.920260517130139
"Acetic_acid_caecum","Total_SCFAs_caecum",0.910729358490944
"n.Butyric_acid_caecum","nButyric.totalFA_ratio_caecum",0.802517026531739
"n.Valeric_acid_caecum","nValeric.totalFA_ratio_caecum",0.841252107563006
"Cadaverin_caecum","Gesamtamine_caecum",0.933953628618906
"L.Laktat_caecum","D.Laktat_caecum",0.817471252186833
"L.Laktat_caecum","Total_lactate_caecum",0.971064334899009
"D.Laktat_caecum","Total_lactate_caecum",0.92981811089419
"iButyric.totalFA_ratio_caecum","iValeria.totalFA_ratio_caecum",0.812564305322802
"IL2_caecum","IL12_caecum",0.847136701268072
"IL4_caecum","TGFb_caecum",0.80377171568856
"IL4_caecum","IL18_ileum",0.877175148082552
"IL4_caecum","MUC2_ileum",0.865012245455554
"IL10_caecum","IL12_caecum",0.843276800208801
"IL10_caecum","CLN5_caecum",0.809929971513738
"IL12_caecum","IL18_caecum",0.847694362790703
"IL12_caecum","CLN5_caecum",0.874657505401746
"Villi_height_ileum","Epithelial_area_ileum",0.864792125411389
"Villi_height_ileum","Total_goblet_cell_number_ileum",0.828876373107166
"Villi_width_ileum","Epithelial_area_ileum",0.840275117909628
"Mixed_goblet_cell_number","Total_goblet_cell_number_ileum",0.863067498506167
"Mixed_goblet_cell_density_ileum","Total_goblet_cell_density_ileum",0.810128071357271
"Acetic_acid_ileum","Total_SCFAs_ileum",0.994314979586885
"Propionic_acid_ileum","Propionic.totalFA_ratio_ileum",0.828155777168767
"i.Butyric_acid_ileum","Total_branch_chain_fatty_acids_ileum",0.949059474293356
"n.Butyric_acid_ileum","nButyric.totalFA_ratio_ileum",0.800125962076117
"i.Valeric_acid_ileum","iValeria.totalFA_ratio_ileum",0.877689532433716
"Putrescin_ileum","Cadaverin_ileum",0.938182476583259
"Putrescin_ileum","Gesamtamine_ileum",0.939011498904015
"Cadaverin_ileum","Gesamtamine_ileum",0.940820022900455
"L.Laktat_ileum","Total_lactate_ileum",0.979363279355012
"D.Laktat_ileum","Total_lactate_ileum",0.904015550372743
"iButyric.totalFA_ratio_ileum","IL1_ileum",0.841057077669975
"iButyric.totalFA_ratio_ileum","IL4_ileum",0.819175771307738
"IL1_ileum","IL2_ileum",0.915532691800438
"IL1_ileum","IL4_ileum",0.981538602939687
"IL1_ileum","IL6_ileum",0.85031024102364
"IL1_ileum","IL10_ileum",0.941148092667833
"IL2_ileum","IL4_ileum",0.952092112997504
"IL2_ileum","IL10_ileum",0.956571715844206
"IL4_ileum","IL6_ileum",0.845878543145968
"IL4_ileum","IL10_ileum",0.96220498386205
"IL6_ileum","IL10_ileum",0.813067614823476
"IL18_ileum","TNFa_ileum",0.895853963377677
"IL18_ileum","IFNg_ileum",0.830823003075071
"IL18_ileum","TGFb_ileum",0.934883396996663
"IL18_ileum","MUC2_ileum",0.986810250779829
"TNFa_ileum","IFNg_ileum",0.92409164082531
"TNFa_ileum","TGFb_ileum",0.969104278040676
"TNFa_ileum","MUC2_ileum",0.925136155284174
"TNFa_ileum","CLN5_ileum",0.926420187534549
"IFNg_ileum","TGFb_ileum",0.922853125725431
"IFNg_ileum","MUC2_ileum",0.856597253935926
"IFNg_ileum","CLN5_ileum",0.913711962842318
"TGFb_ileum","MUC2_ileum",0.961156235420706
"TGFb_ileum","CLN5_ileum",0.91677095526295
"MUC2_ileum","CLN5_ileum",0.803781233505098
