"Acidic_goblet_cell_number_caecum","Acidic_goblet_cell_density_caecum",0.851339960977546
"Mixed_goblet_cell_number_caecum","Total_goblet_cell_number_caecum",0.949669923146355
"Mixed_goblet_cell_number_caecum","Mixed_goblet_cell_density_caecum",0.818128672411677
"Mixed_goblet_cell_density_caecum","Total_goblet_cell_density_caecum",0.93192886208697
"Acetic_acid_caecum","Total_SCFAs_caecum",0.88946800807331
"Propionic_acid_caecum","nButyric.totalFA_ratio_ileum",0.852963261541035
"n.Butyric_acid_caecum","nButyric.totalFA_ratio_caecum",0.819207335145627
"Cadaverin_caecum","Gesamtamine_caecum",0.933953628618906
"L.Laktat_caecum","D.Laktat_caecum",0.988486614515265
"L.Laktat_caecum","Total_lactate_caecum",0.997295690558248
"D.Laktat_caecum","Total_lactate_caecum",0.99694757594836
"iButyric.totalFA_ratio_caecum","iValeria.totalFA_ratio_caecum",0.902320960393914
"Villi_width_ileum","Epithelial_area_ileum",0.884783122331803
"Mixed_goblet_cell_number","Total_goblet_cell_number_ileum",0.833818266056833
"Mixed_goblet_cell_number","Mixed_goblet_cell_density_ileum",0.911968281598085
"Acetic_acid_ileum","Total_SCFAs_ileum",0.997025384388364
"Propionic_acid_ileum","Propionic.totalFA_ratio_ileum",0.858483163326301
"i.Butyric_acid_ileum","Total_branch_chain_fatty_acids_ileum",0.978376680037947
"i.Butyric_acid_ileum","iButyric.totalFA_ratio_ileum",0.999839598522354
"n.Butyric_acid_ileum","nButyric.totalFA_ratio_ileum",0.96784626870474
"i.Valeric_acid_ileum","iValeria.totalFA_ratio_ileum",0.959751028640072
"Total_branch_chain_fatty_acids_ileum","iButyric.totalFA_ratio_ileum",0.978194720215926
"Putrescin_ileum","Cadaverin_ileum",0.946449573776861
"Putrescin_ileum","Gesamtamine_ileum",0.954387329577654
"Cadaverin_ileum","Gesamtamine_ileum",0.950847296059129
"Tyramin_ileum","Ammonium_ileum",0.825189289375818
"L.Laktat_ileum","Total_lactate_ileum",0.974911299519137
"D.Laktat_ileum","Total_lactate_ileum",0.864604022077206
"IL4_ileum","CLN5_ileum",0.80291868208064
