"Acidic_goblet_cell_number_caecum","Acidic_goblet_cell_density_caecum",0.891136216861375
"Mixed_goblet_cell_number_caecum","Total_goblet_cell_number_caecum",0.822201969208911
"Mixed_goblet_cell_number_caecum","Mixed_goblet_cell_density_caecum",0.823270613360189
"Mixed_goblet_cell_density_caecum","Total_goblet_cell_density_caecum",0.815653842369088
"Acetic_acid_caecum","Total_SCFAs_caecum",0.981201483501228
"i.Butyric_acid_caecum","Total_branch_chain_fatty_acids_caecum",0.962064826974112
"n.Valeric_acid_caecum","nValeric.totalFA_ratio_caecum",0.811232096424866
"Total_branch_chain_fatty_acids_caecum","iButyric.totalFA_ratio_caecum",0.819077427152332
"Total_branch_chain_fatty_acids_caecum","iValeria.totalFA_ratio_caecum",0.829780213217383
"L.Laktat_caecum","D.Laktat_caecum",0.820095890719976
"L.Laktat_caecum","Total_lactate_caecum",0.97948154473605
"L.Laktat_caecum","n.Butyric_acid_ileum",0.841039393926157
"D.Laktat_caecum","Total_lactate_caecum",0.918808696161034
"iButyric.totalFA_ratio_caecum","iValeria.totalFA_ratio_caecum",0.939623194338169
"Acidic_goblet_cell_number_ileum","Acidic_goblet_cell_density_ileum",0.948214411827735
"Mixed_goblet_cell_number","Total_goblet_cell_number_ileum",0.959560096833031
"Mixed_goblet_cell_density_ileum","Total_goblet_cell_density_ileum",0.921513556425826
"Acetic_acid_ileum","Total_SCFAs_ileum",0.996066450285554
"Propionic_acid_ileum","Propionic.totalFA_ratio_ileum",0.89740971921676
"i.Butyric_acid_ileum","Total_branch_chain_fatty_acids_ileum",0.901714800767631
"n.Butyric_acid_ileum","nButyric.totalFA_ratio_ileum",0.808275503982918
"i.Valeric_acid_ileum","iValeria.totalFA_ratio_ileum",0.920181293235835
"n.Valeric_acid_ileum","nValeric.totalFA_ratio_ileum",0.803467971637341
"Cadaverin_ileum","Gesamtamine_ileum",0.831745185265397
"L.Laktat_ileum","D.Laktat_ileum",0.914447036898289
"L.Laktat_ileum","Total_lactate_ileum",0.993007197024359
"D.Laktat_ileum","Total_lactate_ileum",0.955829533964855
"D.Laktat_ileum","L.D_lactic_ratio_ileum",0.881892338790682
